titles,paragraph,links,label
African players on the up in Premier League,"Tottenham Hotspur manager Jose Mourinho has spoken out over his appreciation for French midfielder Moussa Sissoko, indicating that he would like to afford him more freedom in an advanced attacking role in future games. Sissoko had been used primarily as a positional midfielder by previous manager Mauricio Pochettino, but after…",https://africatimes.com/2019/12/11/african-players-on-the-up-in-premier-league/,sport
Mugabe funeral held in Harare,"A state funeral was held for former president Robert Mugabe of Zimbabwe on Saturday, but the moment of honor in Harare was one of mixed messages and conflicting emotions. That’s been the case since Mugabe, the 95-year-old founder of the independent nation, died in a Singapore hospital on September 6….",https://africatimes.com/2019/09/14/mugabe-funeral-held-in-harare/,sport
Algeria deports human rights observer,"The Human Rights Watch organization said Tuesday that one of its staff has been deported from Algeria after a 10-day ordeal that saw him briefly detained followed by the seizure of his travel documents. Ahmed Benchemsi, a Middle East communications and advocacy director who holds dual citizenship in Morocco and…",https://africatimes.com/2019/08/21/algeria-deports-human-rights-observer/,sport
Journalist unions protest AFCON ban of Algerian covering CAF corruption,"The African union for sports journalists, following the lead of its Algerian counterparts, spoke out Friday against a decision to prevent Nazim Bessol – the journalist who reported the link between the Confederation of African Football (CAF) and French company Tactical Steel – from covering the African Cup of Nations…",https://africatimes.com/2019/06/22/journalist-unions-protest-afcon-ban-of-algerian-covering-caf-corruption/,sport
Algeria’s Bouteflika expected to announce intentions soon,"Speculation over a possible fifth term for President Abdelaziz Bouteflika is running high in Algeria, where a spokesman for Democratic National Rally (RND) party – a key coalition member of the country’s presidential alliance – said Wednesday that he’ll announce a decision next week. Chihab Seddik, speaking with Algerian outlet…",https://africatimes.com/2019/01/30/algerias-bouteflika-expected-to-announce-intentions-soon/,sport
France transfers custody of CAR’s Ngaïssona to ICC,"Patrice-Edouard Ngaïssona of the Central African Republic was transferred Wednesday to the International Criminal Court (ICC) in the The Hague by the government of France. He was arrested in France in December, following an ICC warrant for the suspected war criminal. Ngaïssona, 51, is an African football executive and the…",https://africatimes.com/2019/01/23/france-transfers-custody-of-cars-ngaissona-to-icc/,sport
"Group says to leave missionary Chau’s body, island people alone","Survival International, an organization dedicated to protecting indigenous peoples including those on Sentinel Island, is urging Indian authorities to give up the quest to retrieve the body of John Allen Chau, the missionary adventurer believed to have died there on November 17. Chau, an American with ties to South Africa,…",https://africatimes.com/2018/11/28/group-says-to-leave-missionary-chaus-body-island-people-alone/,sport
American with Cape Town ties killed by remote island tribe,"The family of a Christian missionary with ties to South Africa says they’ve received word he was killed in India’s Andaman Islands by members of a fiercely private tribe known for hostility to outsiders. John Allen Chau, an American from the state of Washington, was an adventurer who traveled much…",https://africatimes.com/2018/11/22/american-with-cape-town-ties-killed-by-remote-island-tribe/,sport
Tanzania: Journalist watchdog group CPJ says staff detained,"The Committee to Protect Journalists is calling on authorities in Tanzania to release two CPJ staffers they say were detained Wednesday night in Dar es Salaam. Angela Quintal, the CPJ coordinator for Africa, right, and colleague Muthoki Mumo went missing from their hotel room after officers who said they were…",https://africatimes.com/2018/11/08/tanzania-journalist-watchdog-group-cpj-says-staff-detained/,sport
Algerian tied to 9/11 attacks arrested again in Spain,"Officials in Spain say they’ve arrested 19 people, including an Algerian previously connected with the September 11 attacks in the United States, after breaking up a credit card fraud ring in Madrid. Spain’s National Police said the group created fake credit cards by skimming and cloning them, and were responsible…",https://africatimes.com/2018/11/03/algerian-tied-to-9-11-attacks-arrested-again-in-spain/,sport
Mnangagwa inauguration on hold as MDC files legal challenge,"In Zimbabwe, the inauguration of President Emmerson Mnangagwa has been postponed following a legal challenge to the July 30 election that gave Mnangagwa a narrow win. “Our legal team successfully filed our court papers,” said Nelson Chamisa, the Movement for Democratic Change (MDC) Alliance candidate who has consistently refused to…",https://africatimes.com/2018/08/10/mnangagwa-inauguration-on-hold-as-mdc-files-legal-challenge/,sport
