title,paragraph,links,label
Politics in the digital age: Cambridge Analytica in Kenya | Science ...," live on. Bosnia's Serb-
run entity Republika Srpska could 'very possibly attempt to ...",https://www.aljazeera.com/news/2020/11/20/dayton-25-years,politics
The resurrection of the US political establishment | Politics News | Al ...,"Nanjala Nyabola is a political analyst and the author of ""Digital Democracy, 
Analogue Politics"". 22 Mar 2018. People gesture near tyres set on fire during a ...",https://www.aljazeera.com/news/2020/11/20/dayton-25-years,politics
"Distract, deflect, disinform: Israeli politics in spin cycle | Benjamin ...","Mar 7, 2020 ... Joe Biden in the 2020 presidential race will be a Hillary Clinton of 2016. He will 
not pacify anti-establishment rage.",https://www.aljazeera.com/opinions/2018/3/22/politics-in-the-digital-age-cambridge-analytica-in-kenya,politics
Tunisia's political wrangling explained in 600 words | Politics News ...,"How Israeli politicians are demonising Palestinians and using Gaza to score 
points. Plus, Algeria's viral stars. Read more. 23 Nov 2019. More episodes from.",https://www.aljazeera.com/opinions/2018/3/22/politics-in-the-digital-age-cambridge-analytica-in-kenya,politics
Politics of the disenchanted | Politics News | Al Jazeera,"Jul 20, 2020 ... Uncertainty in the North African country after Prime Minister Elyes Fakhfakh 
resigns amid allegations of corruption.",https://www.aljazeera.com/opinions/2020/3/7/the-resurrection-of-the-us-political-establishment,politics
Will the pro-Trump riot change US politics? Don't count on it | Donald ...,"Sep 21, 2015 ... Labour's new leader promises to transform British",https://www.aljazeera.com/opinions/2020/3/7/the-resurrection-of-the-us-political-establishment,politics
Overthrown Myanmar politicians eye ICC probe over killings ...,", but the first challenge 
is to reach beyond his constituency.",https://www.aljazeera.com/program/the-listening-post/2019/11/23/distract-deflect-disinform-israeli-politics-in-spin-cycle,politics
Somali women struggle to make it in politics | Somalia News | Al ...,"Jan 7, 2021 ... Even the shared experience of a violent insurrection is unlikely to bridge massive 
political rifts.",https://www.aljazeera.com/program/the-listening-post/2019/11/23/distract-deflect-disinform-israeli-politics-in-spin-cycle,politics
Malaysia PM Muhyiddin gets reprieve from key political ally | Politics ...,"Oct 27, 2020 ... Political bloc that led the country for 60 years until 2018 also said that it would not 
back Anwar Ibrahim.",https://www.aljazeera.com/news/2020/10/27/malaysia-pm-muhyiddin-gets-reprieve-from-key-political-ally-umno,politics
"Black Panther, black women, and the politics of black hair | Arts and ...","Feb 27, 2018 ... Black women's hair is apparently political. Meaning two black women, one with 
relaxed straight hair and another with no hair or a big afro, may ...",https://www.aljazeera.com/news/2020/10/27/malaysia-pm-muhyiddin-gets-reprieve-from-key-political-ally-umno,politics
The politics of climate change in the United States | Climate News ...,"Jul 17, 2016 ... The",https://www.aljazeera.com/opinions/2018/2/27/black-panther-black-women-and-the-politics-of-black-hair,politics
Mexico's Indigenous Congress: Decolonising politics | Indigenous ...," of climate change in the United States. We examine the debate over 
climate change in the US and how the city of Miami is dealing ...",https://www.aljazeera.com/opinions/2018/2/27/black-panther-black-women-and-the-politics-of-black-hair,politics
Realignment of Yemen's identity politics | Yemen News | Al Jazeera,"Sep 27, 2017 ... The move of the National Indigenous Congress is a move towards the 
decolonisation of ",https://www.aljazeera.com/program/techknow/2016/7/17/the-politics-of-climate-change-in-the-united-states,politics
Politics of water: Stealing Palestinian resources | Drought News | Al ...,", of political life, write Mignolo and Vazquez ...",https://www.aljazeera.com/program/techknow/2016/7/17/the-politics-of-climate-change-in-the-united-states,politics
Analysis: US presidential politics in the time of coronavirus | Donald ...,"Aug 26, 2015 ... Realignment of Yemen's identity",https://www.aljazeera.com/opinions/2017/9/27/mexicos-indigenous-congress-decolonising-politics,politics
Partisan politics shape COVID-19 response in US Midwest ...,". In Yemen, there is a realignment taking 
place simultaneously on two levels: a reconfiguration of power ...",https://www.aljazeera.com/opinions/2017/9/27/mexicos-indigenous-congress-decolonising-politics,politics
The second death of politics | Opinions News | Al Jazeera,"Sep 16, 2017 ... Politics of water: Stealing Palestinian resources. Israel should not build its power 
by depriving the Palestinians of access to their fair share of ...",https://www.aljazeera.com/opinions/2015/8/26/realignment-of-yemens-identity-politics,politics
From politics of condemnation to politics of refusal | Islamophobia ...,"Mar 17, 2020 ... A day after he addressed the nation in a more somber tone that many Americans 
welcomed, Trump was back to being Trump. LHC Group's ...",https://www.aljazeera.com/opinions/2015/8/26/realignment-of-yemens-identity-politics,politics
Football star Thierry Henry to quit social media over racism,Sportsman calls on social media giants to address ‘toxic’ anonymous account holders.,/news/2021/3/26/football-star-thierry-henry-quitting-social-media-over-racism,sport
International football returns to Libya after seven-year hiatus,"Libyan football fans enjoy the return of international football, despite their side’s 5-2 defeat to Tunisia in Benghazi.",/news/2021/3/26/football-star-thierry-henry-quitting-social-media-over-racism,sport
Scepticism and hope as Tokyo Olympic torch relay kicks off,Japan PM hopes ‘momentum rises in all regions’ as torch relay begins despite strong public opposition to Tokyo Olympics.,/news/2021/3/26/international-football-returns-to-libya-after-seven-year-hiatus,sport
FIFA bans Blatter for second time over financial wrongdoing,FIFA says Blatter and former secretary-general Valcke banned for six years and eight months for financial wrongdoing.,/news/2021/3/26/international-football-returns-to-libya-after-seven-year-hiatus,sport
Belize national football team briefly held by gunmen in Haiti,"The team visiting for a World Cup 2022 qualifier have now safely reached their hotel, the country’s football body said.",/sports/2021/3/25/hopes-for-momentum-as-olympics-torch-relay-kicks-off-in-japan,sport
Can the Olympic Games succeed without overseas fans?,Organisers of postponed Tokyo Games ban foreign spectators in a bid to reduce coronavirus risks.,/sports/2021/3/25/hopes-for-momentum-as-olympics-torch-relay-kicks-off-in-japan,sport
NCAA slammed for inequality between men’s and women’s facilities,Disparities in amenities and resources offered at March Madness basketball tournaments draw condemnation.,/sports/2021/3/24/blatter-banned-by-fifa-a-2nd-time-for-financial-wrongdoing,sport
"Overseas fans banned from Tokyo Olympics, Paralympics",The Tokyo 2020 Olympic Games were postponed last year to 2021 due to the coronavirus pandemic.,/sports/2021/3/24/blatter-banned-by-fifa-a-2nd-time-for-financial-wrongdoing,sport
How a surfing revolution is riding the wave in India,"Despite obstacles, surfing is seeking a bigger base in India.",/news/2021/3/23/belize-national-team-held-by-gunmen-in-haiti,sport
Sex abuse inquiry: English football failed children for 35 years,"‘Significant institutional failings for which there is no excuse’, says review commissioned by the English FA.",/news/2021/3/23/belize-national-team-held-by-gunmen-in-haiti,sport
COVID forces India-England T20 cricket matches in empty stadium,"Three remaining Twenty20 games to be played behind closed doors because of the rise in cases, BCCI says.",/program/inside-story/2021/3/21/can-the-olympics-succeed-without-overseas-fans,sport
Boxing legend ‘Marvellous’ Marvin Hagler dies aged 66,"The US boxing great passed away at the family home in Bartlett, New Hampshire, his wife said.",/program/inside-story/2021/3/21/can-the-olympics-succeed-without-overseas-fans,sport
Ntombesintu Mfunzi: A South African athlete’s fight against rape,"In 2016, ultramarathon runner Mfunzi was raped and nearly died. Now, she’s using her energy to help other rape survivors",/program/inside-story/2021/3/21/can-the-olympics-succeed-without-overseas-fans,sport
South African billionaire Motsepe elected African football chief,Motsepe elected without the need for a vote after a deal brokered by FIFA saw his three challengers withdraw.,/program/inside-story/2021/3/21/can-the-olympics-succeed-without-overseas-fans,sport
